serial,acronym,current_price,timestamp,market_cap,total_shares,stock_id,name,acronym,benefit_description,benefit_requirement
193410,LAG,296,1618845600,1809101787152,6111830362,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
193831,TCM,305.41,1618846500,547710626422,1793361797,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
193832,TCC,310.79,1618846500,1565953998646,5038624147,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
193833,GRN,218.76,1618846500,1683089789355,7693773036,6,Grain,GRN,"$4,000,000 every month",500000
193834,FHG,584.14,1618846500,22102156713999,37837088222,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
193835,BAG,406.66,1618846500,2956021118063,7269023553,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
193836,MCS,592.68,1618846500,10570878004483,17835725863,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
193837,TSB,832.82,1618846500,9377006629395,11259343711,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
193838,TCT,229.38,1618846500,621353079459,2708837211,9,The Torn City Times,TCT,"$1,000,000 every month",100000
193839,TMI,151.87,1618846500,5371079800427,35366298811,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
193840,SYM,744.98,1618846500,8792177267289,11801897054,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
193841,ELT,189.25,1618846500,962767426034,5087278341,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
193842,WSU,64.54,1618846500,2601946019243,40315246657,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
193843,WLT,437.96,1618846500,12609491880732,28791423602,30,Wind Lines Travel,WLT,Private Jet Access,9000000
193844,LAG,296.6,1618846500,1812991335369,6112580362,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
193845,IOU,144.6,1618846500,3669858754326,25379382810,5,Insured On Us,IOU,"$12,000,000 every month",3000000
193846,TCP,285.2,1618846500,1239611469771,4346463779,13,TC Media Productions,TCP,a Company Sales Boost,1000000
193847,PRN,498.94,1618846500,7803122013972,15639399555,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
193848,TGP,91.01,1618846500,1536068196571,16878015565,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
193849,THS,321.9,1618846500,3951925593170,12276873542,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
193850,CNC,668.47,1618846500,2973844532467,4448732976,10,Crude & Co,CNC,"$80,000,000 every month",7500000
193851,IIL,86.96,1618846500,1340979077018,15420642560,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
193852,SYS,465.06,1618846500,2763984702030,5943286247,3,Syscore MFG,SYS,an Advanced Firewall,3000000
193853,YAZ,35.56,1618846500,1984115780132,55796281781,8,Yazoo,YAZ,Free Banner Advertising,1000000
193854,EVL,366.51,1618846500,2307341515385,6295439457,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
193855,TCB,867.02,1618846500,9008995472819,10390758544,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
193856,MSG,149.97,1618846500,2646267785721,17645314301,11,Messaging Inc.,MSG,Free Classified Advertising,300000
193857,LSC,376.74,1618846500,3114547923844,8267101778,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
193858,EWM,275.91,1618846500,1701335460787,6166269656,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
193859,HRG,211.2,1618846500,8115385759008,38425121965,22,Home Retail Group,HRG,1x Random Property,10000000
193860,IST,311.43,1618846500,1445309362106,4640880333,26,International School TC,IST,Free Education Courses,100000
194281,MSG,150.2,1618847400,2636118723922,17550723861,11,Messaging Inc.,MSG,Free Classified Advertising,300000
194282,SYM,748.27,1618847400,8830631373597,11801397054,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
194283,HRG,211.12,1618847400,8113405687165,38430303558,22,Home Retail Group,HRG,1x Random Property,10000000
194284,WSU,64.42,1618847400,2381277039359,36964871769,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
194285,TCB,867.38,1618847400,9013221923798,10391318596,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
194286,GRN,218.76,1618847400,1682522563926,7691180124,6,Grain,GRN,"$4,000,000 every month",500000
194287,TSB,832.23,1618847400,9355714334635,11241741267,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
194288,YAZ,35.36,1618847400,1973159486145,55802021667,8,Yazoo,YAZ,Free Banner Advertising,1000000
194289,EWM,276.06,1618847400,1702260401235,6166269656,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
194290,ELT,188.85,1618847400,960732514698,5087278341,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
194291,LAG,296.75,1618847400,1885615073144,6354220971,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
194292,TCM,305.44,1618847400,547764427276,1793361797,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
194293,TGP,91.07,1618847400,1465069536637,16087290399,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
194294,TCC,310.46,1618847400,1558902096133,5021265529,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
194295,MCS,593.95,1618847400,10594364472405,17837131867,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
194296,SYS,464.24,1618847400,2759364802585,5943832506,3,Syscore MFG,SYS,an Advanced Firewall,3000000
194297,THS,321.95,1618847400,3935257883625,12223195787,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
194298,TCP,285.69,1618847400,1244464832069,4355997172,13,TC Media Productions,TCP,a Company Sales Boost,1000000
194299,LSC,376.36,1618847400,3111665690163,8267790653,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
194300,PRN,496.79,1618847400,7769484240842,15639373258,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
194301,IST,310.71,1618847400,1390904716193,4476536694,26,International School TC,IST,Free Education Courses,100000
194302,IOU,144.79,1618847400,3673093317076,25368418517,5,Insured On Us,IOU,"$12,000,000 every month",3000000
194303,CNC,666.71,1618847400,2966012410943,4448729449,10,Crude & Co,CNC,"$80,000,000 every month",7500000
194304,IIL,87.02,1618847400,1341910516877,15420713823,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
194305,FHG,584.14,1618847400,22114294790963,37857867619,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
194306,BAG,406.15,1618847400,2948570775916,7259807401,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
194307,WLT,435.98,1618847400,12557119946312,28802055017,30,Wind Lines Travel,WLT,Private Jet Access,9000000
194308,TCT,229.44,1618847400,621538955900,2708938964,9,The Torn City Times,TCT,"$1,000,000 every month",100000
194309,TMI,151.62,1618847400,5357033435742,35331970952,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
194310,EVL,367.77,1618847400,2310913289017,6283582916,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
194731,MSG,150.82,1618848300,2649036006984,17564222298,11,Messaging Inc.,MSG,Free Classified Advertising,300000
194732,SYM,747.56,1618848300,8899354006681,11904534762,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
194733,BAG,406.86,1618848300,3000350616441,7374405487,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
194734,TCC,310.31,1618848300,1558040675141,5020916745,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
194735,THS,323.19,1618848300,4040243709696,12501140845,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
194736,TCP,285.46,1618848300,1240456090353,4345463779,13,TC Media Productions,TCP,a Company Sales Boost,1000000
194737,TGP,90.8,1618848300,1463733479425,16120412769,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
194738,WSU,64.31,1618848300,2377148571126,36963902521,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
194739,IST,311.08,1618848300,1386053599534,4455617846,26,International School TC,IST,Free Education Courses,100000
194740,SYS,463.42,1618848300,2763227554530,5962685155,3,Syscore MFG,SYS,an Advanced Firewall,3000000
194741,HRG,211.6,1618848300,8125153481116,38398645941,22,Home Retail Group,HRG,1x Random Property,10000000
194742,TCB,865.95,1618848300,8994127549149,10386428257,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
194743,YAZ,35.41,1618848300,1976002831794,55803525326,8,Yazoo,YAZ,Free Banner Advertising,1000000
194744,TMI,151.56,1618848300,5357240880423,35347327002,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
194745,EVL,367.23,1618848300,2299173396059,6260853950,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
194746,MCS,593.32,1618848300,10584414371913,17839301510,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
194747,IOU,144.66,1618848300,3671270613561,25378616159,5,Insured On Us,IOU,"$12,000,000 every month",3000000
194748,CNC,670.5,1618848300,2992525618919,4463125457,10,Crude & Co,CNC,"$80,000,000 every month",7500000
194749,IIL,86.94,1618848300,1340633384903,15420213767,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
194750,FHG,584.09,1618848300,22112373398078,37857818826,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
194751,LSC,375.97,1618848300,3108543913049,8268063710,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
194752,TCM,305.39,1618848300,547980301881,1794362297,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
194753,LAG,297.27,1618848300,1890392343755,6359176317,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
194754,GRN,218.66,1618848300,1682537782395,7694767138,6,Grain,GRN,"$4,000,000 every month",500000
194755,ELT,188.46,1618848300,958748476145,5087278341,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
194756,TSB,832.92,1618848300,9356394190517,11233244718,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
194757,TCT,229.31,1618848300,621327980002,2709554664,9,The Torn City Times,TCT,"$1,000,000 every month",100000
194758,WLT,438.89,1618848300,12634108225303,28786502826,30,Wind Lines Travel,WLT,Private Jet Access,9000000
194759,PRN,498.63,1618848300,7806189360883,15655274173,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
194760,EWM,276.36,1618848300,1703557561856,6164269655,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
195181,TMI,151.71,1618849200,5364372539872,35359386592,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
195182,FHG,586.3,1618849200,22204630238619,37872471838,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
195183,PRN,499.41,1618849200,7810243589234,15638941129,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
195184,WSU,64,1618849200,2595312408064,40551756376,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
195185,TCB,865.13,1618849200,8986878635865,10387893884,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
195186,IOU,144.66,1618849200,3675051365733,25404751595,5,Insured On Us,IOU,"$12,000,000 every month",3000000
195187,GRN,218.46,1618849200,1681435748967,7696767138,6,Grain,GRN,"$4,000,000 every month",500000
195188,TCC,309.99,1618849200,1556216988783,5020216745,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
195189,CNC,669.09,1618849200,2989693584427,4468298113,10,Crude & Co,CNC,"$80,000,000 every month",7500000
195190,MSG,150.77,1618849200,2657308097579,17624912765,11,Messaging Inc.,MSG,Free Classified Advertising,300000
195191,EWM,276.21,1618849200,1702632921408,6164269655,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
195192,HRG,211.55,1618849200,8122985306952,38397472498,22,Home Retail Group,HRG,1x Random Property,10000000
195193,IIL,87.06,1618849200,1342457692555,15419913767,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
195194,SYM,746.24,1618849200,8807644570476,11802696948,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
195195,ELT,188.27,1618849200,957781893260,5087278341,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
195196,YAZ,35.47,1618849200,1979237016273,55800310580,8,Yazoo,YAZ,Free Banner Advertising,1000000
195197,LSC,375.58,1618849200,3105207789018,8267766625,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
195198,EVL,368.69,1618849200,2338462924835,6342626393,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
195199,TCM,305.83,1618849200,548928828731,1794882218,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
195200,TGP,90.66,1618849200,1458473704782,16087289927,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
195201,BAG,406.82,1618849200,3010058713044,7398993936,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
195202,IST,310.79,1618849200,1411445850654,4541477688,26,International School TC,IST,Free Education Courses,100000
195203,WLT,438.43,1618849200,12647023476020,28846163529,30,Wind Lines Travel,WLT,Private Jet Access,9000000
195204,LAG,297.02,1618849200,1880269262795,6330446646,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
195205,THS,321.99,1618849200,3957253178484,12289987821,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
195206,TCP,285.01,1618849200,1238500631653,4345463779,13,TC Media Productions,TCP,a Company Sales Boost,1000000
195207,MCS,593.28,1618849200,10585157681359,17841757149,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
195208,TSB,832.17,1618849200,9344221334725,11228740924,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
195209,SYS,464,1618849200,2770372703264,5970630826,3,Syscore MFG,SYS,an Advanced Firewall,3000000
195210,TCT,229.85,1618849200,622847454379,2709799671,9,The Torn City Times,TCT,"$1,000,000 every month",100000
195631,PRN,496.96,1618850100,7771718725761,15638519651,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
195632,TCM,305.54,1618850100,548408312888,1794882218,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
195633,BAG,405.91,1618850100,2956579781135,7283830852,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
195634,TCC,309.91,1618850100,1555706849329,5019866572,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
195635,LAG,296.82,1618850100,1879005753722,6330455339,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
195636,CNC,670.05,1618850100,2993671032615,4467832300,10,Crude & Co,CNC,"$80,000,000 every month",7500000
195637,WLT,438.6,1618850100,12832279214869,29257362551,30,Wind Lines Travel,WLT,Private Jet Access,9000000
195638,TMI,151.5,1618850100,5356950994659,35359412506,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
195639,SYM,746.44,1618850100,8809640689646,11802208737,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
195640,GRN,218.24,1618850100,1679839031397,7697209638,6,Grain,GRN,"$4,000,000 every month",500000
195641,THS,321.83,1618850100,3931047435336,12214670588,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
195642,TCP,284.85,1618850100,1238753155944,4348791139,13,TC Media Productions,TCP,a Company Sales Boost,1000000
195643,EWM,275.63,1618850100,1699066664724,6164302379,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
195644,IOU,144.77,1618850100,3678006188755,25405858871,5,Insured On Us,IOU,"$12,000,000 every month",3000000
195645,MSG,150.75,1618850100,2663336829638,17667242651,11,Messaging Inc.,MSG,Free Classified Advertising,300000
195646,TCT,229.77,1618850100,622675568383,2709995075,9,The Torn City Times,TCT,"$1,000,000 every month",100000
195647,HRG,210.78,1618850100,8092165846275,38391525981,22,Home Retail Group,HRG,1x Random Property,10000000
195648,MCS,588.56,1618850100,10499982368528,17840122279,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
195649,TCB,866.02,1618850100,8996123394637,10387893345,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
195650,ELT,187.99,1618850100,956358388695,5087283306,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
195651,WSU,63.87,1618850100,2634145731721,41242300481,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
195652,IST,310.61,1618850100,1294120258729,4166383113,26,International School TC,IST,Free Education Courses,100000
195653,IIL,87.25,1618850100,1351967897695,15495334071,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
195654,LSC,375.69,1618850100,3100927516161,8253952770,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
195655,YAZ,35.43,1618850100,1977015104198,55800595659,8,Yazoo,YAZ,Free Banner Advertising,1000000
195656,FHG,586.81,1618850100,22223862739542,37872331316,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
195657,TGP,90.69,1618850100,1458968847406,16087428023,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
195658,EVL,368.58,1618850100,2338360599520,6344241683,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
195659,TSB,832.57,1618850100,9347402854633,11227167511,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
195660,SYS,464,1618850100,2773885837968,5978202237,3,Syscore MFG,SYS,an Advanced Firewall,3000000
196081,IOU,144.54,1618851000,3672163248962,25405861692,5,Insured On Us,IOU,"$12,000,000 every month",3000000
196082,YAZ,35.51,1618851000,1981451509056,55799817208,8,Yazoo,YAZ,Free Banner Advertising,1000000
196083,TCC,309.89,1618851000,1554988400254,5017872149,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
196084,TSB,833.05,1618851000,9354740753035,11229506936,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
196085,TCB,867.47,1618851000,9010853061146,10387509725,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
196086,LAG,296.63,1618851000,1876556174365,6326252147,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
196087,TCT,229.98,1618851000,623225472528,2709911612,9,The Torn City Times,TCT,"$1,000,000 every month",100000
196088,EWM,276.02,1618851000,1701470742652,6164302379,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
196089,WSU,64.22,1618851000,2713156734597,42247847004,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
196090,TMI,151.4,1618851000,5353415053408,35359412506,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
196091,FHG,586.95,1618851000,22223199723011,37862168367,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
196092,LSC,375.37,1618851000,3094563730258,8244035832,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
196093,BAG,406.43,1618851000,2953929834523,7267991621,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
196094,CNC,673.28,1618851000,3011233224297,4472482807,10,Crude & Co,CNC,"$80,000,000 every month",7500000
196095,SYM,747.1,1618851000,8818197410895,11803235726,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
196096,MCS,587.15,1618851000,10470473993728,17832707134,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
196097,IST,310.61,1618851000,1276580659945,4109914877,26,International School TC,IST,Free Education Courses,100000
196098,SYS,464.93,1618851000,2826698197508,6079836099,3,Syscore MFG,SYS,an Advanced Firewall,3000000
196099,GRN,218.56,1618851000,1682302138481,7697209638,6,Grain,GRN,"$4,000,000 every month",500000
196100,THS,321.76,1618851000,2418666460758,7516989249,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
196101,IIL,87.34,1618851000,1346775268497,15419913768,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
196102,TCP,283.6,1618851000,1233602219903,4349796262,13,TC Media Productions,TCP,a Company Sales Boost,1000000
196103,PRN,497.51,1618851000,7780320060822,15638519951,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
196104,TCM,305.4,1618851000,548157029377,1794882218,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
196105,ELT,187.92,1618851000,956002278864,5087283306,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
196106,HRG,210.26,1618851000,8072374387371,38392344656,22,Home Retail Group,HRG,1x Random Property,10000000
196107,TGP,90.6,1618851000,1457747878973,16089932439,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
196108,EVL,367.88,1618851000,2332380974817,6340059190,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
196109,MSG,150.93,1618851000,2676704272581,17734739764,11,Messaging Inc.,MSG,Free Classified Advertising,300000
196110,WLT,439.31,1618851000,12732389052230,28982697986,30,Wind Lines Travel,WLT,Private Jet Access,9000000
196531,BAG,406.51,1618851900,2933822873432,7217098899,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
196532,LAG,296.69,1618851900,1805243397209,6084611538,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
196533,IOU,144.26,1618851900,3663675887510,25396339162,5,Insured On Us,IOU,"$12,000,000 every month",3000000
196534,YAZ,35.48,1618851900,1979781140383,55799919402,8,Yazoo,YAZ,Free Banner Advertising,1000000
196535,ELT,187.9,1618851900,955904157601,5087302595,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
196536,MCS,589.19,1618851900,10509920996266,17837914758,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
196537,PRN,495.92,1618851900,7755440439859,15638490966,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
196538,IST,311.2,1618851900,1269563186064,4079573220,26,International School TC,IST,Free Education Courses,100000
196539,WLT,437.64,1618851900,12685528317729,28986217708,30,Wind Lines Travel,WLT,Private Jet Access,9000000
196540,GRN,218.87,1618851900,1684797932154,7697710660,6,Grain,GRN,"$4,000,000 every month",500000
196541,THS,321.26,1618851900,2406500082094,7490817662,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
196542,TMI,151.45,1618851900,5355192005019,35359471806,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
196543,LSC,375.65,1618851900,3096983928861,8244333632,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
196544,EWM,275.39,1618851900,1697587507543,6164303379,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
196545,HRG,210.28,1618851900,8070307078860,38378861893,22,Home Retail Group,HRG,1x Random Property,10000000
196546,TGP,90.82,1618851900,1461278582019,16089832438,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
196547,MSG,150.87,1618851900,2665876703433,17670025210,11,Messaging Inc.,MSG,Free Classified Advertising,300000
196548,IIL,87.48,1618851900,1357408870469,15516790929,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
196549,SYM,746.69,1618851900,8820748955524,11813133905,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
196550,TCB,867.45,1618851900,9010644168520,10387508408,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
196551,CNC,672.93,1618851900,3003840511657,4463823149,10,Crude & Co,CNC,"$80,000,000 every month",7500000
196552,TCP,283.64,1618851900,1233776562049,4349797497,13,TC Media Productions,TCP,a Company Sales Boost,1000000
196553,TCM,305.83,1618851900,553815316858,1810860010,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
196554,TSB,832.99,1618851900,9428053730848,11318327628,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
196555,SYS,465.42,1618851900,2832986996076,6086947265,3,Syscore MFG,SYS,an Advanced Firewall,3000000
196556,TCT,229.91,1618851900,623040710055,2709933061,9,The Torn City Times,TCT,"$1,000,000 every month",100000
196557,FHG,588.17,1618851900,22272235734446,37867003986,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
196558,WSU,64.28,1618851900,2834376805498,44094225350,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
196559,EVL,367.32,1618851900,2333696542845,6353306498,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
196560,TCC,309.92,1618851900,1555139582601,5017874234,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
196981,TCT,229.61,1618852800,623361085096,2714869061,9,The Torn City Times,TCT,"$1,000,000 every month",100000
196982,SYM,748.15,1618852800,8830596300576,11803243067,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
196983,PRN,496.23,1618852800,7759808866002,15637524668,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
196984,HRG,209.81,1618852800,8050380170292,38369859255,22,Home Retail Group,HRG,1x Random Property,10000000
196985,TCP,283.68,1618852800,1233950553949,4349797497,13,TC Media Productions,TCP,a Company Sales Boost,1000000
196986,IIL,87.06,1618852800,1355440011065,15569032978,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
196987,TCM,305.34,1618852800,548082094846,1794989503,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
196988,IST,310.65,1618852800,1266281885518,4076233335,26,International School TC,IST,Free Education Courses,100000
196989,WLT,438.5,1618852800,12704795664556,28973308243,30,Wind Lines Travel,WLT,Private Jet Access,9000000
196990,LSC,375.25,1618852800,3093686514746,8244334483,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
196991,EWM,275.7,1618852800,1698105481125,6159250929,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
196992,YAZ,35.31,1618852800,1970259850052,55798919571,8,Yazoo,YAZ,Free Banner Advertising,1000000
196993,SYS,463.79,1618852800,2824962603068,6091038192,3,Syscore MFG,SYS,an Advanced Firewall,3000000
196994,THS,319.85,1618852800,2398692701493,7499430050,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
196995,TGP,90.75,1618852800,1460168029980,16090005840,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
196996,EVL,366.73,1618852800,2329768934138,6352817970,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
196997,LAG,297.08,1618852800,1807616395709,6084611538,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
196998,GRN,218.84,1618852800,1684653940277,7698107934,6,Grain,GRN,"$4,000,000 every month",500000
196999,FHG,586.71,1618852800,22217921567858,37868660101,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
197000,MCS,590.01,1618852800,10533432754313,17852973262,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
197001,TCC,310.13,1618852800,1556193713929,5017875452,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
197002,TSB,832.87,1618852800,9430937533334,11323420862,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
197003,IOU,144.31,1618852800,3664382788679,25392438422,5,Insured On Us,IOU,"$12,000,000 every month",3000000
197004,MSG,150.17,1618852800,2633145202029,17534428994,11,Messaging Inc.,MSG,Free Classified Advertising,300000
197005,WSU,64.36,1618852800,3744063000263,58173756996,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
197006,TCB,868.84,1618852800,9026032367393,10388601316,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
197007,CNC,673.11,1618852800,3001518877984,4459180339,10,Crude & Co,CNC,"$80,000,000 every month",7500000
197008,TMI,151.29,1618852800,5350792642889,35367787976,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
197009,ELT,187.88,1618852800,955808020142,5087332447,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
197010,BAG,406.07,1618852800,2930041377341,7215606613,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
197431,LAG,296.79,1618853700,1805351621786,6082926048,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
197432,IIL,86.81,1618853700,1343122244286,15471976089,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
197433,FHG,588.31,1618853700,22278655887070,37868905657,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
